Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,P1,P2,P3,P4,P5,P6,P7,P8,Course,recommended_career_target
19,14,7,15,7,12,20,13,3,1,1,3,0,1,3,1,Unknown,Writer
19,13,8,20,7,12,18,12,3,0,0,3,0,0,3,1,Unknown,Writer
17,13,7,18,6,13,18,13,1,1,1,3,1,3,3,1,Unknown,Writer
16,13,7,18,6,12,18,13,3,1,0,3,0,0,3,0,Unknown,Writer
17,14,7,20,5,13,15,13,3,1,1,3,0,0,1,0,Unknown,Writer
18,12,7,19,6,13,16,13,3,1,1,3,1,0,3,1,Unknown,Writer
17,13,7,15,6,13,17,12,3,1,0,3,0,1,1,1,Unknown,Writer
18,13,8,16,8,14,20,14,3,1,1,3,0,0,3,0,Unknown,Writer
19,11,7,17,8,13,14,14,1,1,0,3,0,1,1,0,Unknown,Writer
19,13,9,16,7,14,14,12,3,0,0,3,0,1,3,1,Unknown,Writer
18,14,9,16,6,13,18,13,3,1,1,3,0,1,3,1,Unknown,Writer
13,7,12,20,16,13,17,20,1,0,0,3,3,0,3,1,Unknown,Writer
12,7,9,19,7,18,18,13,1,0,1,3,1,1,1,1,Unknown,Writer
18,12,6,19,6,14,20,14,3,0,0,3,0,1,3,0,Unknown,Writer
18,12,8,18,5,13,20,13,3,0,0,3,0,1,1,3,Unknown,Writer
19,13,10,16,6,13,15,12,1,1,0,3,1,1,1,1,Unknown,Writer
17,13,7,17,5,13,19,14,3,1,0,3,0,1,3,0,Unknown,Writer
18,11,8,15,5,13,20,12,1,1,0,3,1,1,3,1,Unknown,Writer
19,13,8,17,9,14,18,12,3,1,0,3,1,0,1,1,Unknown,Writer
20,12,8,19,8,13,18,13,3,1,1,3,1,1,3,1,Unknown,Writer
17,10,9,15,5,12,19,14,1,1,0,3,1,1,1,0,Unknown,Writer
16,12,8,16,5,11,17,14,1,1,0,3,0,1,3,3,Unknown,Writer
19,14,8,20,6,14,16,14,1,1,1,3,0,0,3,0,Unknown,Writer
18,13,8,16,7,14,18,13,3,1,0,3,0,1,3,1,Unknown,Writer
18,13,8,18,5,13,18,14,3,1,0,3,0,0,3,0,Unknown,Writer
17,13,8,15,5,15,17,14,1,0,0,3,1,1,3,0,Unknown,Writer
18,13,7,20,6,12,19,13,3,1,0,3,0,1,3,0,Unknown,Writer
18,13,7,16,8,14,15,13,3,0,1,3,0,1,3,1,Unknown,Writer
18,11,8,17,5,14,16,11,3,1,0,3,1,1,3,0,Unknown,Writer
16,13,9,19,6,11,16,13,3,1,0,3,1,1,3,1,Unknown,Writer
20,14,7,15,7,11,19,14,3,1,0,3,0,1,3,1,Unknown,Writer
17,14,9,18,7,14,16,13,1,1,0,3,0,1,3,1,Unknown,Writer
19,13,9,16,8,13,18,12,3,0,0,3,0,1,1,0,Unknown,Writer
19,12,8,19,6,14,18,13,3,1,1,3,0,1,3,0,Unknown,Writer
16,13,8,20,5,14,20,14,3,1,0,3,1,3,1,0,Unknown,Writer
18,12,9,18,5,13,18,12,1,1,0,3,1,1,1,1,Unknown,Writer
20,13,7,18,5,12,15,12,1,1,1,3,0,0,3,0,Unknown,Writer
19,13,8,18,6,12,15,12,1,0,1,3,1,1,3,3,Unknown,Writer
17,11,7,20,8,13,18,12,3,1,1,3,0,1,1,1,Unknown,Writer
17,13,8,18,5,12,17,12,3,1,0,3,0,0,3,1,Unknown,Writer
19,12,7,20,5,11,19,14,1,1,3,3,1,1,3,1,Unknown,Writer
19,13,7,18,6,13,17,13,3,1,1,3,1,1,3,1,Unknown,Writer
11,12,5,18,9,20,18,12,1,1,0,3,0,1,3,1,Unknown,Writer
17,13,8,20,9,13,19,12,3,1,0,3,0,0,3,1,Unknown,Writer
19,13,7,17,7,12,19,14,3,1,0,3,0,0,1,1,Unknown,Writer
19,13,9,17,9,13,15,13,3,1,0,3,0,0,3,1,Unknown,Writer
19,9,14,16,11,20,16,7,3,0,1,3,1,3,3,1,Unknown,Writer
19,14,8,17,5,12,19,13,3,0,1,3,0,1,3,0,Unknown,Writer
15,12,7,15,7,13,18,12,1,1,1,3,1,1,1,0,Unknown,Writer
17,13,8,16,8,14,16,14,3,0,0,3,0,1,3,0,Unknown,Writer
19,13,9,17,7,14,17,14,3,1,1,3,0,1,3,1,Unknown,Writer
17,12,7,17,5,14,17,13,1,0,0,3,0,0,3,0,Unknown,Writer
19,14,6,16,7,13,18,12,3,1,0,3,0,1,3,0,Unknown,Writer
18,12,6,19,8,14,18,11,1,1,0,3,0,0,3,1,Unknown,Writer
17,11,8,20,6,13,16,13,3,0,0,3,0,0,3,1,Unknown,Writer
18,13,7,20,5,14,16,15,3,1,0,3,0,1,3,0,Unknown,Writer
16,13,6,20,7,12,18,13,3,1,0,3,0,0,3,0,Unknown,Writer
15,13,7,15,7,12,20,12,3,0,0,3,0,1,3,0,Unknown,Writer
17,12,9,16,7,12,17,13,3,1,0,3,0,1,3,1,Unknown,Writer
20,14,8,18,6,14,18,14,1,1,1,3,0,0,3,0,Unknown,Writer
18,14,8,18,7,13,17,14,3,1,3,3,1,0,3,1,Unknown,Writer
18,14,10,15,7,14,14,14,3,1,0,3,1,1,3,0,Unknown,Writer
16,13,9,18,5,13,16,14,1,1,1,3,0,1,3,1,Unknown,Writer
16,13,6,16,7,11,16,13,3,0,0,3,0,1,3,1,Unknown,Writer
18,13,7,16,5,13,19,14,3,1,1,3,1,1,1,1,Unknown,Writer
17,12,9,16,5,13,19,14,3,1,1,3,0,0,3,1,Unknown,Writer
19,12,9,16,7,14,17,12,1,1,1,3,0,1,3,1,Unknown,Writer
17,13,7,20,6,13,19,13,1,0,1,3,0,1,3,1,Unknown,Writer
17,14,8,20,7,13,14,12,1,0,0,3,0,1,3,1,Unknown,Writer
13,6,11,18,17,13,18,16,0,1,1,3,3,0,3,3,Unknown,Writer
19,12,9,18,5,12,19,12,3,1,1,3,1,1,3,1,Unknown,Writer
16,13,9,17,8,13,18,12,3,1,1,3,1,1,3,0,Unknown,Writer
19,13,9,17,6,14,16,13,3,1,0,3,0,0,1,1,Unknown,Writer
18,13,8,17,7,13,18,13,3,1,0,3,0,1,3,1,Unknown,Writer
17,13,8,16,5,13,18,14,3,1,1,3,0,0,3,0,Unknown,Writer
19,12,8,18,5,12,18,11,3,1,0,3,0,1,1,1,Unknown,Writer
16,13,9,17,6,14,18,15,3,1,1,3,0,1,1,1,Unknown,Writer
17,13,8,19,8,14,20,12,3,0,0,3,0,1,3,0,Unknown,Writer
19,8,13,19,13,17,16,5,3,0,1,3,0,3,1,1,Unknown,Writer
18,14,7,20,7,15,20,13,1,1,0,3,0,3,3,1,Unknown,Writer
18,13,8,16,5,14,14,15,3,1,1,3,0,1,3,0,Unknown,Writer
17,13,7,20,9,13,18,13,3,1,0,3,1,0,1,1,Unknown,Writer
20,13,7,17,7,12,18,15,3,1,0,3,1,0,1,1,Unknown,Writer
18,12,9,16,5,13,16,13,3,0,0,3,0,1,3,1,Unknown,Writer
17,13,7,19,9,13,17,12,3,0,1,3,0,1,3,0,Unknown,Writer
20,13,8,17,6,14,18,14,3,1,0,3,0,0,1,1,Unknown,Writer
16,12,9,17,5,13,18,13,3,1,0,3,0,1,3,1,Unknown,Writer
18,12,8,16,5,13,15,13,3,1,1,3,0,0,1,0,Unknown,Writer
17,13,8,20,7,13,17,12,1,0,1,3,0,0,3,3,Unknown,Writer
19,12,8,18,5,13,15,13,3,0,0,3,0,0,1,1,Unknown,Writer
15,14,10,17,5,13,18,13,3,1,0,3,1,1,3,1,Unknown,Writer
18,12,8,18,7,12,15,12,3,1,0,3,0,0,3,1,Unknown,Writer
16,13,7,18,6,12,17,14,3,1,0,3,0,0,1,0,Unknown,Writer
12,6,12,18,18,12,18,16,1,0,1,3,3,1,3,1,Unknown,Writer
17,13,10,18,8,12,18,12,3,0,0,3,1,0,1,3,Unknown,Writer
18,13,8,17,7,13,17,12,1,1,0,3,0,1,3,0,Unknown,Writer
19,12,8,17,7,14,18,12,3,1,0,3,0,0,1,0,Unknown,Writer
20,12,9,19,7,12,18,13,3,1,1,3,1,1,3,1,Unknown,Writer
16,12,7,19,5,14,17,14,3,0,0,3,0,0,3,3,Unknown,Writer
17,9,12,19,6,13,11,8,3,1,0,3,0,3,1,0,Unknown,Writer
13,9,7,20,7,18,17,6,1,0,1,3,0,3,3,0,Unknown,Writer
17,12,8,20,6,14,20,11,1,1,0,3,0,0,3,1,Unknown,Writer
12,11,7,18,8,19,20,12,0,1,1,3,0,3,3,1,Unknown,Writer
18,13,7,19,6,13,17,14,3,1,1,3,0,1,3,0,Unknown,Writer
19,13,9,16,5,13,17,13,3,0,0,3,0,1,3,0,Unknown,Writer
18,13,7,19,8,12,17,14,3,1,1,3,1,0,3,1,Unknown,Writer
17,12,7,17,7,12,15,15,3,1,0,3,0,1,1,1,Unknown,Writer
19,13,9,18,8,12,20,14,3,1,0,3,0,0,3,1,Unknown,Writer
15,8,13,17,18,11,15,18,1,0,0,3,3,0,3,1,Unknown,Writer
17,13,8,17,6,14,20,12,3,0,0,3,1,0,3,0,Unknown,Writer
17,13,8,18,6,12,17,11,1,0,0,3,1,1,3,1,Unknown,Writer
13,9,5,19,7,16,15,7,1,0,0,3,1,3,3,0,Unknown,Writer
13,12,7,17,6,13,16,14,3,1,1,3,1,0,1,1,Unknown,Writer
18,12,8,16,5,12,16,14,3,1,1,3,0,0,3,0,Unknown,Writer
18,13,8,17,5,13,14,12,1,0,1,3,0,1,1,0,Unknown,Writer
20,12,9,17,10,14,19,13,1,1,1,3,0,1,3,3,Unknown,Writer
17,11,7,18,6,14,17,13,3,1,0,3,0,1,3,1,Unknown,Writer
17,14,8,15,5,12,20,12,3,1,0,3,0,0,3,0,Unknown,Writer
13,13,8,15,6,11,18,14,3,1,1,3,1,3,1,0,Unknown,Writer
16,13,8,20,7,11,15,13,1,1,0,3,0,1,3,0,Unknown,Writer
17,14,8,17,9,12,19,13,1,1,3,3,0,1,1,1,Unknown,Writer
16,13,9,15,7,14,19,12,3,1,0,3,0,1,3,3,Unknown,Writer
19,14,8,20,8,12,16,13,1,1,0,3,0,0,1,1,Unknown,Writer
16,13,7,20,7,13,19,12,1,1,0,3,0,0,1,1,Unknown,Writer
17,14,8,19,6,14,18,14,3,1,1,3,1,1,3,1,Unknown,Writer
18,14,9,16,6,13,17,13,3,0,0,3,0,1,3,1,Unknown,Writer
17,14,7,17,8,14,16,13,3,1,1,3,0,1,3,1,Unknown,Writer
18,14,8,18,5,13,20,13,1,1,1,3,1,1,3,1,Unknown,Writer
17,12,7,15,6,13,16,13,1,1,0,3,0,1,3,0,Unknown,Writer
20,12,8,16,6,13,19,13,3,1,0,3,0,1,1,0,Unknown,Writer
13,10,17,18,12,8,13,17,1,0,3,3,0,0,1,3,Unknown,Writer
16,13,9,17,8,13,18,14,3,0,0,3,1,0,3,1,Unknown,Writer
19,13,9,18,5,12,20,15,3,1,1,3,1,1,3,1,Unknown,Writer
18,13,8,15,7,14,19,15,3,0,0,3,0,0,3,1,Unknown,Writer
17,13,8,20,5,12,16,13,1,1,0,3,0,0,3,1,Unknown,Writer
17,13,8,15,7,13,17,15,3,0,0,3,0,3,3,1,Unknown,Writer
17,11,6,19,5,14,19,13,1,1,0,3,0,0,1,0,Unknown,Writer
19,12,7,20,5,13,17,13,3,1,1,3,0,1,3,1,Unknown,Writer
18,12,9,18,7,14,20,13,3,1,0,3,0,0,3,0,Unknown,Writer
15,14,8,19,7,13,16,11,1,1,0,3,0,0,3,0,Unknown,Writer
18,13,7,15,5,15,14,12,1,1,0,3,1,0,3,0,Unknown,Writer
18,13,6,18,7,13,19,13,1,0,1,3,0,0,3,1,Unknown,Writer
18,13,8,15,7,13,14,13,1,1,0,3,0,1,3,0,Unknown,Writer
18,12,8,18,6,12,20,13,1,1,1,3,0,1,3,1,Unknown,Writer
19,14,8,20,5,13,15,13,3,0,1,3,1,1,3,0,Unknown,Writer
18,14,9,19,5,15,16,13,3,1,3,3,1,1,3,0,Unknown,Writer
19,13,7,19,6,14,16,12,3,0,0,3,1,0,3,0,Unknown,Writer
17,5,15,15,8,14,13,11,1,1,0,3,0,3,1,1,Unknown,Writer
19,13,8,16,6,13,17,14,1,1,0,3,1,1,3,0,Unknown,Writer
14,7,9,17,5,17,15,6,0,0,0,3,0,3,3,0,Unknown,Writer
18,14,8,18,5,12,19,13,3,1,0,3,0,0,3,0,Unknown,Writer
16,12,8,18,6,13,17,14,1,1,0,3,0,3,3,0,Unknown,Writer
20,14,9,19,7,13,20,15,3,1,1,3,0,3,1,1,Unknown,Writer
17,13,8,18,6,13,17,15,3,0,3,3,0,0,3,1,Unknown,Writer
17,12,7,18,7,14,20,14,1,1,1,3,0,3,3,0,Unknown,Writer
18,14,7,19,5,12,18,14,3,0,0,3,1,1,1,1,Unknown,Writer
18,14,8,18,7,13,18,13,3,0,0,3,0,1,3,0,Unknown,Writer
19,13,10,16,5,12,17,13,3,1,1,3,0,1,3,1,Unknown,Writer
14,7,16,18,12,9,13,19,0,1,3,3,1,0,1,1,Unknown,Writer
19,6,7,18,8,10,15,13,3,0,1,3,0,1,3,1,Unknown,Writer
17,11,9,16,8,12,18,13,3,0,1,3,0,1,3,0,Unknown,Writer
18,13,8,16,5,14,15,12,1,1,0,3,0,0,3,0,Unknown,Writer
17,13,10,19,7,11,17,12,3,1,0,3,1,0,1,1,Unknown,Writer
11,10,13,19,18,13,16,20,0,0,3,3,3,1,3,3,Unknown,Writer
18,13,6,16,8,13,16,13,3,1,1,3,1,0,3,1,Unknown,Writer
19,14,9,19,5,13,20,12,3,1,0,3,0,1,3,0,Unknown,Writer
19,12,8,20,5,12,19,11,3,1,1,3,0,1,1,1,Unknown,Writer
17,13,7,16,8,13,16,12,3,1,0,3,0,1,3,1,Unknown,Writer
19,14,6,19,5,13,15,13,3,1,0,3,0,0,3,0,Unknown,Writer
20,14,8,19,5,13,20,13,3,1,0,3,0,1,3,1,Unknown,Writer
14,13,9,17,6,12,16,12,3,0,1,3,0,3,1,1,Unknown,Writer
19,12,10,16,7,11,20,14,1,1,0,3,0,0,3,1,Unknown,Writer
20,13,7,15,6,13,19,13,3,1,0,3,1,0,3,0,Unknown,Writer
14,8,8,18,7,17,20,7,1,0,1,3,1,3,3,0,Unknown,Writer
17,13,7,18,6,13,17,13,3,1,1,3,0,0,3,0,Unknown,Writer
17,13,8,16,7,13,18,12,3,0,0,3,0,1,3,0,Unknown,Writer
19,12,7,20,7,13,18,13,3,0,0,3,0,1,3,1,Unknown,Writer
19,12,7,18,5,13,20,12,3,1,1,3,0,1,1,0,Unknown,Writer
19,13,8,18,6,13,17,13,3,0,1,3,0,1,3,0,Unknown,Writer
17,14,7,16,7,14,19,13,3,1,0,3,0,1,1,1,Unknown,Writer
18,14,8,18,7,14,18,12,3,0,1,3,0,1,1,1,Unknown,Writer
18,12,8,19,5,12,18,14,3,1,0,3,0,1,3,0,Unknown,Writer
14,12,8,18,6,14,18,13,1,1,0,3,0,1,3,0,Unknown,Writer
18,13,8,19,7,13,15,12,3,1,1,3,0,0,1,1,Unknown,Writer
18,12,8,15,6,12,17,14,1,0,0,3,0,0,3,0,Unknown,Writer
17,8,6,17,10,10,16,13,1,0,0,3,0,0,1,0,Unknown,Writer
20,11,7,15,7,12,18,14,1,1,1,3,0,0,1,3,Unknown,Writer
15,12,7,16,6,12,18,13,0,1,0,3,1,1,3,1,Unknown,Writer
16,13,9,20,9,11,17,13,1,1,0,3,0,3,3,0,Unknown,Writer
17,14,9,15,6,13,17,13,3,1,0,3,0,1,3,1,Unknown,Writer
17,13,8,15,6,13,19,13,3,0,1,3,1,1,3,1,Unknown,Writer
18,13,8,19,7,13,18,13,1,0,1,3,0,3,1,1,Unknown,Writer
18,14,8,17,7,13,18,14,3,1,0,3,1,1,3,0,Unknown,Writer
19,14,8,18,6,13,18,13,3,1,0,3,0,0,3,3,Unknown,Writer
18,14,8,18,5,13,18,12,1,1,0,3,0,0,3,1,Unknown,Writer
20,12,7,15,6,13,18,12,1,0,1,3,0,0,1,1,Unknown,Writer
18,13,9,15,5,13,19,13,3,1,0,3,1,1,3,0,Unknown,Writer
19,14,8,19,9,12,17,13,3,0,0,3,0,0,1,1,Unknown,Writer
19,12,9,17,8,12,17,13,3,1,0,3,0,1,3,1,Unknown,Writer
15,13,9,19,5,12,18,12,3,0,1,3,1,1,3,1,Unknown,Writer
18,12,7,20,7,12,18,13,1,1,0,3,1,1,3,1,Unknown,Writer
16,13,8,20,5,12,20,13,3,1,1,3,0,0,3,1,Unknown,Writer
12,5,12,20,17,11,18,19,1,0,1,3,3,0,3,3,Unknown,Writer
18,13,8,17,5,13,18,13,3,0,0,3,0,1,3,0,Unknown,Writer
17,12,7,16,7,13,19,13,1,1,0,3,1,0,3,1,Unknown,Writer
11,7,17,15,13,8,12,20,0,0,3,3,0,0,1,3,Unknown,Geologist
14,6,16,18,12,8,11,19,1,1,3,3,1,0,1,3,Unknown,Geologist
12,8,15,19,12,8,11,16,3,0,3,3,0,0,1,3,Unknown,Geologist
11,7,16,19,9,6,13,19,0,0,1,3,0,0,1,3,Unknown,Geologist
12,8,19,16,13,8,11,19,0,0,1,3,0,0,1,3,Unknown,Geologist
12,7,19,17,10,5,14,18,1,0,3,3,0,0,1,3,Unknown,Geologist
15,6,17,20,12,7,11,19,1,1,1,3,0,1,1,1,Unknown,Geologist
12,9,19,19,12,9,11,18,0,0,1,3,0,0,1,3,Unknown,Geologist
12,8,17,19,13,9,14,18,1,0,3,3,0,1,1,3,Unknown,Geologist
11,11,16,18,13,7,11,18,1,0,3,3,1,0,1,3,Unknown,Geologist
13,8,20,17,12,9,11,20,1,0,1,3,1,1,1,3,Unknown,Geologist
12,8,17,19,15,9,13,19,0,0,3,3,1,0,1,3,Unknown,Geologist
11,9,18,19,13,6,14,19,0,1,3,3,0,0,1,1,Unknown,Geologist
13,5,16,19,13,8,11,19,3,0,1,3,1,1,1,3,Unknown,Geologist
11,9,20,19,13,6,11,18,0,0,3,3,3,1,1,1,Unknown,Geologist
14,7,18,18,12,7,11,20,0,0,1,3,1,0,1,1,Unknown,Geologist
13,9,17,16,11,7,11,18,0,1,3,3,3,0,1,3,Unknown,Geologist
14,6,16,17,13,8,12,18,0,0,3,3,3,0,1,1,Unknown,Geologist
13,7,17,20,11,6,13,18,1,0,3,3,1,0,1,1,Unknown,Geologist
12,8,18,19,14,10,12,19,0,1,3,3,0,1,1,3,Unknown,Geologist
11,8,17,18,11,5,11,18,1,0,3,3,1,1,1,3,Unknown,Geologist
12,6,20,19,14,7,13,20,0,1,3,3,1,0,1,1,Unknown,Geologist
14,7,17,19,12,9,14,16,1,0,1,3,0,0,1,1,Unknown,Geologist
13,5,19,17,12,8,11,18,0,0,3,3,1,1,1,3,Unknown,Geologist
13,7,18,18,12,6,11,19,1,0,3,3,1,0,1,1,Unknown,Geologist
15,6,17,20,13,6,12,17,1,1,3,3,1,0,1,3,Unknown,Geologist
13,8,20,17,12,5,11,20,1,0,3,3,1,1,1,0,Unknown,Geologist
11,7,19,18,13,7,11,16,0,0,1,3,1,0,1,3,Unknown,Geologist
13,7,17,17,12,5,13,18,0,0,3,3,1,1,1,3,Unknown,Geologist
14,8,17,16,14,7,14,18,0,1,3,3,0,0,1,3,Unknown,Geologist
12,10,16,18,13,9,12,17,0,0,1,3,0,1,3,3,Unknown,Geologist
11,7,16,18,13,5,13,17,1,1,3,3,1,0,1,1,Unknown,Geologist
13,7,17,20,13,7,13,20,1,0,3,3,0,0,1,3,Unknown,Geologist
14,6,6,15,9,18,18,7,0,0,0,3,1,3,3,0,Unknown,Geologist
13,5,18,20,13,6,13,20,1,1,3,3,1,0,1,1,Unknown,Geologist
14,9,17,20,13,7,12,18,1,0,3,3,1,1,1,1,Unknown,Geologist
12,7,17,19,12,6,14,19,1,0,3,3,1,0,1,1,Unknown,Geologist
11,6,16,16,13,6,12,19,3,1,1,3,1,0,1,3,Unknown,Geologist
12,12,6,18,9,17,19,11,0,0,0,3,0,1,3,1,Unknown,Geologist
18,10,8,16,10,13,16,13,3,0,0,3,0,1,3,1,Unknown,Geologist
12,6,17,20,12,9,16,19,1,1,0,3,0,0,1,3,Unknown,Geologist
14,6,19,16,15,7,14,18,1,0,3,3,1,0,1,1,Unknown,Geologist
13,5,17,19,11,7,11,17,0,0,3,3,1,0,1,3,Unknown,Geologist
11,5,19,19,13,6,12,19,1,1,1,3,0,1,1,3,Unknown,Geologist
12,9,18,20,16,8,12,19,0,0,3,3,1,1,1,1,Unknown,Geologist
11,7,20,19,14,8,12,20,1,0,1,3,0,1,1,3,Unknown,Geologist
13,8,16,18,12,8,12,17,1,0,1,3,0,0,1,3,Unknown,Geologist
12,5,17,19,13,9,13,20,1,1,3,3,1,0,1,3,Unknown,Geologist
13,8,15,17,15,7,12,19,1,0,3,3,1,1,1,3,Unknown,Geologist
14,6,18,18,12,7,13,19,1,1,3,3,0,0,1,3,Unknown,Geologist
13,9,16,18,14,10,12,19,1,0,1,3,1,1,1,3,Unknown,Geologist
13,8,15,17,14,7,11,17,1,1,1,3,1,0,1,3,Unknown,Geologist
12,8,18,18,14,6,11,18,0,1,3,3,0,0,1,3,Unknown,Geologist
18,8,13,17,14,17,18,5,1,0,1,3,0,3,3,1,Unknown,Geologist
12,8,14,19,12,7,12,20,1,0,3,3,3,1,1,1,Unknown,Geologist
11,8,19,18,14,9,13,18,1,0,1,3,1,1,3,3,Unknown,Geologist
14,7,17,17,13,8,13,20,0,0,3,3,1,0,1,1,Unknown,Geologist
11,6,18,20,13,10,13,17,1,1,1,3,1,1,1,1,Unknown,Geologist
10,8,17,17,13,9,12,20,1,0,3,3,1,1,1,1,Unknown,Geologist
12,5,14,18,12,6,12,19,1,1,3,3,0,1,1,3,Unknown,Geologist
13,7,17,19,13,8,14,19,3,0,3,3,1,0,1,3,Unknown,Geologist
12,5,20,19,13,9,11,20,0,0,3,3,1,0,1,3,Unknown,Geologist
12,9,16,17,13,7,14,17,0,0,1,3,1,0,1,1,Unknown,Geologist
13,7,18,17,12,10,14,20,1,0,3,3,1,1,1,3,Unknown,Geologist
11,5,17,19,13,9,13,20,1,1,3,3,1,0,1,3,Unknown,Geologist
13,7,16,17,14,5,14,18,0,0,3,3,1,3,1,1,Unknown,Geologist
11,8,18,18,13,8,12,19,1,0,1,3,1,1,1,3,Unknown,Geologist
13,7,18,18,13,5,13,18,1,1,1,3,1,0,1,1,Unknown,Geologist
11,7,16,18,14,7,11,20,1,0,3,3,1,0,1,3,Unknown,Geologist
10,6,18,17,14,7,13,18,1,0,3,3,1,0,1,1,Unknown,Geologist
11,7,18,20,12,9,14,20,1,0,1,3,1,0,1,3,Unknown,Geologist
12,8,17,17,13,6,12,18,0,0,1,3,3,0,1,1,Unknown,Geologist
13,6,16,19,11,9,13,18,1,0,3,3,3,0,1,3,Unknown,Geologist
12,9,20,17,12,9,12,16,1,1,3,3,0,0,1,3,Unknown,Geologist
12,8,14,18,12,6,12,19,1,0,3,3,1,1,1,1,Unknown,Geologist
11,8,19,17,12,8,13,20,1,1,1,3,1,1,1,1,Unknown,Geologist
12,8,16,18,13,7,13,19,1,0,3,3,1,0,1,3,Unknown,Geologist
11,6,17,19,15,7,13,19,1,0,1,3,0,0,1,3,Unknown,Geologist
13,6,18,20,12,5,12,18,0,0,3,3,1,1,3,3,Unknown,Geologist
12,8,16,17,12,7,13,16,0,1,3,3,1,0,1,3,Unknown,Geologist
14,8,20,15,12,5,14,19,0,0,3,3,1,0,1,3,Unknown,Geologist
11,6,15,17,11,7,11,19,1,0,3,3,1,1,1,3,Unknown,Geologist
13,5,17,19,13,7,11,20,0,1,1,3,3,0,1,3,Unknown,Geologist
15,9,18,19,13,7,13,16,0,1,3,3,1,0,1,3,Unknown,Geologist
12,5,16,16,12,9,14,18,1,1,3,3,1,1,1,3,Unknown,Geologist
13,8,17,17,13,6,11,17,3,0,1,3,1,0,1,3,Unknown,Geologist
13,6,16,17,14,7,14,18,3,0,3,3,0,0,1,3,Unknown,Geologist
12,7,17,18,12,8,11,18,0,0,3,3,1,1,1,1,Unknown,Geologist
12,6,16,17,11,9,13,18,1,1,3,3,1,0,1,3,Unknown,Geologist
13,8,19,17,13,7,13,19,1,0,1,3,1,0,1,3,Unknown,Geologist
10,7,17,20,13,7,14,19,1,0,3,3,1,0,1,1,Unknown,Geologist
11,7,16,19,14,6,13,17,1,0,3,3,1,1,1,3,Unknown,Geologist
13,7,17,16,13,7,12,20,1,0,1,3,0,1,1,3,Unknown,Geologist
13,7,17,18,10,7,12,17,1,0,1,3,1,0,3,3,Unknown,Geologist
14,9,19,19,12,5,14,20,0,1,3,3,1,1,1,1,Unknown,Geologist
11,7,18,18,12,6,13,19,3,1,3,3,1,0,1,1,Unknown,Geologist
13,7,18,20,13,5,14,18,1,0,3,3,0,1,1,3,Unknown,Geologist
13,8,17,18,11,7,12,18,1,0,1,3,0,1,1,3,Unknown,Geologist
14,8,18,18,14,9,12,19,1,1,3,3,1,0,1,3,Unknown,Geologist
12,8,17,18,14,8,12,20,1,1,3,3,1,0,1,3,Unknown,Geologist
14,9,18,18,13,5,11,19,0,0,3,3,1,0,3,1,Unknown,Geologist
14,7,19,18,11,7,12,18,0,1,1,3,1,1,1,3,Unknown,Geologist
11,6,18,18,11,6,16,19,1,0,1,3,1,0,1,1,Unknown,Geologist
11,7,14,18,13,8,12,20,0,0,3,3,1,0,1,1,Unknown,Geologist
10,8,17,17,12,6,11,19,1,1,3,3,1,0,1,1,Unknown,Geologist
13,8,18,17,14,7,15,18,0,0,1,3,0,0,1,1,Unknown,Geologist
12,5,18,16,12,8,12,19,0,1,3,3,0,0,1,3,Unknown,Geologist
13,8,19,20,13,9,12,19,0,1,1,3,0,0,1,3,Unknown,Geologist
13,7,17,19,12,7,15,19,1,0,1,3,1,0,1,3,Unknown,Geologist
12,8,18,17,13,8,12,18,0,1,3,3,1,1,1,1,Unknown,Geologist
12,6,17,20,11,7,14,18,3,0,1,3,1,0,1,3,Unknown,Geologist
13,8,17,19,13,10,13,17,1,0,3,3,1,0,1,3,Unknown,Geologist
14,5,20,18,13,10,13,19,1,0,1,3,0,1,1,3,Unknown,Geologist
12,9,17,18,12,6,14,16,1,0,3,3,1,0,1,1,Unknown,Geologist
11,6,15,17,13,8,13,17,3,0,1,3,1,0,1,3,Unknown,Geologist
13,7,17,15,13,6,12,19,0,0,3,3,1,1,1,3,Unknown,Geologist
13,8,15,18,13,8,12,19,1,0,3,3,0,0,1,3,Unknown,Geologist
11,7,19,20,11,7,15,18,0,0,3,3,0,0,1,1,Unknown,Geologist
12,5,16,17,11,7,12,19,0,1,1,3,1,0,1,3,Unknown,Geologist
11,5,19,19,12,6,14,20,0,0,3,3,0,0,1,3,Unknown,Geologist
14,7,16,17,15,9,14,16,1,1,3,3,3,0,1,1,Unknown,Geologist
10,9,19,15,14,8,12,18,1,0,1,3,0,0,1,3,Unknown,Geologist
11,8,19,18,11,7,14,16,1,0,3,3,0,0,1,3,Unknown,Geologist
15,7,16,17,14,9,13,19,1,0,3,3,1,0,1,3,Unknown,Geologist
12,6,19,20,12,6,12,16,0,1,3,3,0,0,1,3,Unknown,Geologist
13,7,17,19,13,7,13,20,1,0,3,3,1,0,1,3,Unknown,Geologist
13,9,18,18,12,7,12,18,1,0,3,3,1,0,1,3,Unknown,Geologist
12,10,20,17,14,7,13,17,3,1,3,3,0,0,1,3,Unknown,Geologist
11,6,18,17,13,6,12,18,1,0,3,3,1,1,1,3,Unknown,Geologist
13,8,18,18,12,7,11,18,0,0,3,3,1,1,1,3,Unknown,Geologist
14,8,17,19,13,7,12,17,1,1,3,3,0,0,1,1,Unknown,Geologist
